connectorType,durationSession,durationCharge,energy,cost,tariff,meanPower,maxPower,anomaly
2.0,5.7000003,5.85,32.77,6.4082003,0.12726554,5.752,49.93,1
1.0,2.68,9.84,39.498,0.0,0.0,14.738,22.0,1
2.0,0.5099997,0.5099997,21.615,20.52,0.07,37.077,50.07,1
1.0,2.4600003,0.9200003,3.2300003,2.4499998,0.7900003,3.8120003,7.0699997,1
2.0,0.7499997,0.4,23.77,4.7368,0.27281857,50.356,50.07,1
0.0,5.85,5.7200003,7.3100004,1.8877997,0.17631437,1.3449997,21.93,1
2.0,0.55,0.55,17.92,3.2818,0.18313617,-22.813,50.0,1
2.0,1.0699997,0.38,27.184,4.5299997,0.09,27.324,49.93,1
2.0,0.8700003,0.7299997,39.116,26.050001,0.07,48.737,50.07,1
2.0,0.7000003,0.7000003,98.79296,2.1799996,0.110000014,18.383,50.07,1
2.0,0.7300003,1.7700003,12.7,2.3757997,0.11256532,6.864,50.07,1
2.0,0.2,9.56,14.3,3.0866,0.21584615,1.496,50.0,1
1.0,1.28,1.28,3.5,0.0,0.0,18.071,7.0,1
2.0,0.18599999,0.12,3.6400003,1.6681997,0.36078167,26.57,50.042,1
3.0,1.6199996,1.4800003,198.50003,36.2372,0.25297233,158.75797,150.0,1
0.0,7.85,0.6599997,-0.28100002,1.1557997,0.39029497,4.5740004,22.07,1
0.0,36.14,0.44999993,15.190001,3.1874003,0.28346002,29.276001,22.07,1
2.0,0.099999994,0.12,0.21000001,0.07,0.0,5.6699996,49.93,1
2.0,0.72000027,0.5799997,12.91,10.990001,0.07,19.684,49.93,1
1.0,207.47,207.47,48.166,0.0,0.0,18.226,7.0,1
2.0,0.28,0.28,9.822,8.320001,0.07,27.793001,50.07,1
2.0,0.14,4.656613e-09,3.6199996,5.7000003,0.07,50.644,50.07,1
1.0,1.6399997,1.5000004,16.46,4.6800003,0.35999998,10.369,7.0699997,1
1.0,42.8,42.66,0.07,0.07,0.07,-0.07,7.0,1
2.0,0.85000026,0.85000026,26.51,1.8899997,0.09,34.147,49.93,1
3.0,1.3000003,1.2800003,176.50003,-0.07,0.07,155.21596,150.0,1
2.0,1.7000003,0.5700003,12.301,2.2899997,0.110000014,24.671999,50.07,1
1.0,0.91000026,2.0600004,2.5049996,3.1099997,1.3199997,1.0730003,22.07,1
2.0,0.31,0.31,9.9869995,9.52,0.07,26.027,50.07,1
2.0,0.26,0.5099997,2.3450003,0.8100003,0.24000001,4.2339997,50.07,1
0.0,66.90004,66.76996,13.29,2.9735997,0.28733534,0.13000001,7.0699997,1
1.0,281.2101,281.34988,15.2,-0.07,0.07,0.124,7.0699997,1
2.0,0.6300003,0.6300003,132.74696,2.6319997,0.113000005,25.07,50.07,1
1.0,1.83,3.87,11.076,0.0,0.0,6.052,7.0,1
1.0,19.85,19.710001,4.6309996,12.3,0.7400003,0.86299974,7.0,1
2.0,2.3999996,4.0000005,20.871,-0.07,0.0,5.1809998,50.07,1
2.0,0.73,0.73,23.62,0.0,0.0,-38.799,50.0,1
0.0,3.1300004,3.1300004,94.08596,2.4489996,0.1576555,3.3359997,22.07,1
2.0,0.54000014,0.54000014,57.752,5.3199997,0.34,27.324999,49.93,1
2.0,0.47,0.19,10.42,1.9853997,0.11259295,26.295,49.93,1
2.0,1.1199996,1.1299996,37.96,-0.07,0.0,35.947,49.93,1
2.0,0.42,0.42,18.327,3.12,0.17,-45.572,50.0,1
0.0,15.75,15.62,20.49,4.2352,0.13531129,1.3799996,21.93,1
2.0,0.44,0.8299997,11.947,-0.07,0.0,32.17,49.93,1
2.0,0.39,0.39,10.84,1.9886,0.18345018,-21.006,50.0,1
1.0,15.41,15.535999,0.07,0.07,0.8800003,-0.07,7.0,1
1.0,3.8000002,3.9399996,28.109001,-0.07,0.0,1.7679996,21.93,1
2.0,0.14,0.14,1.0000004,0.5700003,0.9199997,15.356,49.93,1
2.0,0.53,0.53,1.508,0.6,0.4,-24.623,50.0,1
0.0,66.07,306.92,4.76,1.3298,0.27936974,0.072,22.0,1
1.0,3.5699997,3.4300003,22.742,-0.07,0.07,28.758,22.07,1
2.0,0.266,0.25800002,8.146,2.0097997,0.16977751,26.925,49.93,1
1.0,0.23000002,0.16,0.968,0.055999998,0.0,3.5299997,7.0,1
2.0,1.31,5.3,30.24,5.5388,0.18316138,23.084,50.0,1
2.0,0.6400003,0.5099997,4.1000004,1.3021997,0.22549161,7.2599998,49.93,1
0.0,9.82,39.36,32.91,6.4904,0.19721664,3.351,7.0,1
2.0,0.6200003,0.4799998,1.9520004,0.6099997,0.41,58.019,50.07,1
1.0,113.42996,113.57004,5.1819997,5.0200005,0.22999999,0.347,7.0699997,1
2.0,0.5500002,0.462,15.09,3.1630003,0.14325859,31.008999,49.93,1
0.0,69.30004,69.14996,0.07,0.0139999995,0.07,-0.07,7.0699997,1
2.0,0.32,0.32,9.45,0.0,0.0,-30.321,50.0,1
1.0,1.7499996,1.6100003,4.0909996,0.07,0.0,24.66,22.07,1
2.0,1.0699997,0.45,29.53,9.5616,0.25066218,29.376999,49.944,1
2.0,0.28,14.69,10.76,2.4278,0.22563197,0.732,50.0,1
2.0,0.35,0.35,27.181,0.07,0.0,45.749,49.958,1
2.0,0.72000027,0.65599996,19.79,4.0292,0.13640484,29.712,49.93,1
2.0,0.0,49.54,16.46,3.477,0.21123937,0.332,50.0,1
2.0,0.54000014,0.442,2.6300004,-0.10000001,0.40896297,5.8149996,50.07,1
0.0,8.299999,0.83999974,7.4700003,1.9121997,0.17432362,8.216001,22.07,1
2.0,0.9200003,0.7899997,6.2900004,1.6925997,0.1851258,7.4649997,50.0,1
0.0,0.97000027,0.9099997,3.1700003,0.07,0.0,3.2360003,7.0,1
2.0,1.1999997,1.2099997,223.71297,9.525,0.12256619,43.14,50.07,1
1.0,18.6,18.6,6.55,0.0,0.0,-3.953,7.0,1
2.0,0.9500003,0.8199997,19.79,4.0292,0.13640484,22.385,49.93,1
2.0,0.28,0.28,-0.017000005,-0.07,0.07,11.93,50.07,1
2.0,0.14,0.14,7.8780003,1.4238001,0.2533081,56.671,50.07,1
2.0,0.25800002,0.19800001,4.6000004,1.3875997,0.21214134,19.458,49.958,1
2.0,0.77,0.77,14.84,8.9,0.6,-24.949,50.0,1
1.0,3.1300004,1.2799997,6.03,0.07,0.0,1.9759997,7.0,1
2.0,0.9000003,0.81199986,21.95,7.1158004,0.2563306,26.284,49.93,1
2.0,0.12,0.12,14.313001,0.66000026,0.34,28.93,50.07,1
0.0,3.7399998,3.6000004,7.3900003,0.6900003,0.17530832,1.9630003,21.93,1
2.0,0.22,0.22999999,9.331,0.07,0.0,11.632,49.93,1
0.0,0.9200003,0.7899997,6.3700004,1.7169997,0.18574536,7.5579996,22.0,1
2.0,0.17,0.10999999,2.0800004,-0.07,0.0,21.57,49.93,1
2.0,0.32,0.19,4.3620005,0.07,0.0,17.798,49.93,1
2.0,-0.05,-0.05,0.07,14.55,0.07,-0.07,50.07,1
2.0,0.6900003,0.6900003,50.289,1.7199997,0.120000005,13.747,50.07,1
2.0,0.17,0.366,5.6710005,1.3099997,0.15,15.1779995,50.028,1
2.0,1.7499996,1.7599998,72.84996,13.8804,0.11939111,43.218,49.93,1
0.0,18.55,18.42,12.68,-0.07,0.0,0.7600003,21.93,1
0.0,12.57,0.9299997,33.94,6.5912004,0.26666963,33.8,22.07,1
1.0,1.2699997,1.1300004,9.259999,1.7639999,0.26,7.5880003,7.0699997,1
2.0,0.35,0.35,10.14,0.44,0.120000005,36.534,50.028,1
2.0,0.422,0.386,11.9800005,4.0658,0.2732199,30.195,49.93,1
1.0,0.5700003,0.5700003,9.972,0.07,0.0,3.7899997,7.0,1
0.0,0.5500002,0.41,3.7199998,-0.07,0.07,7.5340004,7.0699997,1
2.0,0.19,0.35,1.4300003,0.3506,0.11706667,3.6409998,49.93,1
2.0,1.3700004,0.5,19.478,3.3599997,0.10000001,45.204998,50.07,1
2.0,1.3400003,0.41,9.124,1.7999997,0.19,18.793001,50.0,1
2.0,2.0199997,2.0299997,66.759964,-0.07,0.0,34.167,49.93,1
0.0,57.11,15.2300005,48.54,9.4274,0.26249948,3.1070004,7.0699997,1
2.0,0.5500002,0.49,5.61,-0.07,0.0,11.662,49.93,1
2.0,0.55,3.04,14.83,3.172,0.21389076,4.878,50.0,1
2.0,1.9900002,0.5879998,18.09,6.5599995,0.34600002,28.533,50.07,1
1.0,75.63,114.8,8.34,0.0,0.0,0.073,7.0,1
2.0,0.22,0.6200003,18.210001,-0.07,0.0,33.306,50.07,1
2.0,3.3899996,3.2600002,23.66,19.968199,0.76852477,7.1959996,49.93,1
2.0,1.0899997,0.93999976,25.16,0.7900003,0.13115735,25.05,50.07,1
2.0,1.5200003,0.72000027,10.36,3.3599997,0.25,15.7890005,50.07,1
2.0,0.5700003,0.5380001,19.67,6.4204,0.25879434,38.776,49.93,1
2.0,0.29000002,0.236,3.5399997,1.25,0.43,19.208,50.07,1
3.0,0.07,0.08,0.16000001,0.07,0.0,23.07,149.92996,1
2.0,0.32999998,0.288,3.7600002,-0.030000009,0.11156659,14.801,49.93,1
2.0,1.1999997,1.0700003,20.04,4.078,0.20626554,17.64,49.986,1
2.0,0.33,0.33,11.651,2.12,0.18,-8.536,50.0,1
2.0,1.0999997,0.48999977,26.27,0.17,0.13069466,46.856,50.07,1
0.0,17.029999,16.89,4.6759996,1.7112004,0.2526872,0.5049997,7.0,1
1.0,120.30996,120.450035,9.45,-0.07,0.07,0.148,7.0699997,1
2.0,0.5,0.22,8.360001,2.0707996,0.16734283,19.675,49.944,1
2.0,0.23000002,0.162,2.9399996,0.45459995,0.11278747,23.847,50.07,1
1.0,0.5,1.92,1.79,0.0,0.0,3.58,7.0,1
0.0,5.9100003,1.6899997,1.7300003,0.7229997,0.51055557,1.0410002,22.07,1
2.0,1.1800003,0.37,13.8689995,2.5099998,0.25,46.067,50.07,1
2.0,1.6100003,0.43,9.03,2.1683998,0.30419642,24.959,50.07,1
2.0,0.9500003,1.1100003,16.99,3.6567998,0.1402462,4.251,49.93,1
1.0,20.27,20.130001,20.279999,38.43,0.07,0.9299997,22.07,1
2.0,1.5499997,1.5699997,36.93,11.6786,0.24752975,24.737,49.93,1
2.0,0.60000026,0.60000026,19.94,0.8400003,0.5999997,37.825,50.07,1
2.0,0.57,0.57,10.37,1.9032,0.1835294,-3.365,50.0,1
2.0,0.39,0.16,10.400001,0.07,0.0,32.789,49.93,1
1.0,17.92,17.78,0.357,0.9800001,0.85000026,0.006000003,7.0,1
2.0,2.0600004,0.9400003,19.54,9.48,0.41,22.61,50.07,1
1.0,1.3800004,1.3800004,0.8040003,1.3400003,0.27,4.696,7.0,1
2.0,1.0899997,0.9599999,18.66,3.8218002,0.22178431,18.254,50.07,1
2.0,0.42,0.42,162.36197,0.07,0.0,46.624,50.07,1
1.0,42.92,42.78,5.9300003,0.60000026,0.20000002,0.154,7.0,1
1.0,0.9500003,0.8099997,-0.103,-0.07,0.07,2.9410002,7.0699997,1
0.0,52.46,15.13,0.07,0.07,0.0,-0.07,7.0699997,1
1.0,3.1199996,2.9800003,17.84,0.07,0.07,12.609,7.0699997,1
2.0,0.6500003,0.52399975,11.200001,0.31,0.15408164,19.501,49.93,1
0.0,2.8199997,2.6900003,7.5400004,1.9243997,0.17367938,2.8269997,21.93,1
1.0,141.99997,142.14005,7.0199995,0.6100003,0.7500003,0.118999995,7.0699997,1
0.0,0.9000003,0.7699997,9.27,-0.07,0.0,11.049001,21.93,1
2.0,0.26,0.4,15.190001,16.25,0.9900001,46.312,49.93,1
2.0,0.48,0.48,7.89,5.68,0.72,-8.482,50.0,1
2.0,0.6199997,0.35999998,11.78,2.5408003,0.29295474,40.449,50.07,1
2.0,0.7500003,0.25,23.544,3.9899998,0.10000001,34.796,49.944,1
2.0,0.44999993,0.25,8.207999,1.5300003,0.27,45.281,50.07,1
2.0,0.14,0.34,7.3900003,8.5,1.0600003,27.699999,49.93,1
2.0,0.94,0.94,22.27,4.0748,0.18297261,60.143,50.0,1
1.0,18.244,18.216,0.07,0.07,0.07,-0.07,7.0699997,1
0.0,6.6800003,1.8500003,21.67,4.5108,0.13426864,3.1510003,22.07,1
3.0,1.78,1.78,227.54,3.18,0.18503208,127.831,150.0,1
2.0,0.9200003,0.77999973,5.2369995,3.2700002,0.24,23.219,49.93,1
1.0,18.449999,18.31,0.07,0.07,0.17999999,-0.07,7.0699997,1
2.0,0.5700003,0.25,15.992001,0.07,0.0,32.194,50.07,1
2.0,0.57,0.56,13.57,2.9524,0.21756816,58.371,50.0,1
2.0,0.54000014,0.39000002,6.4350004,0.91180027,0.34264708,4.5049996,49.93,1
1.0,5.47,17.97,3.23,0.0,0.0,0.18,7.0,1
0.0,117.72004,117.57996,0.07,0.07,0.07,-0.07,7.0699997,1
1.0,68.090034,67.94996,7.9170003,-0.07,0.0,-0.058,7.0699997,1
2.0,0.6900003,0.24,20.163,3.4799998,0.10000001,32.704,49.986,1
1.0,10.9800005,2.5000002,6.8020005,0.07,0.07,2.7439997,22.07,1
1.0,4.1499996,4.01,33.793,3.9799998,0.8299997,1.1339997,7.0699997,1
1.0,43.17,43.17,15.907,37.53,0.0,0.368,22.0,1
2.0,0.55,0.55,2.873,0.81,0.28,-42.581,50.0,1
0.0,20.09,19.94,6.6509995,2.9556003,0.28596002,0.6299997,22.07,1
1.0,0.7400003,1.2800003,2.9599998,3.6600003,1.3599997,4.2430005,7.0,1
1.0,90.59996,90.740036,102.03196,0.07,0.07,0.07,7.0699997,1
1.0,10.68,5.5599995,11.623,2.7399998,0.3,1.0110003,22.07,1
2.0,0.7400003,0.5999997,18.327,16.91,0.07,27.179,49.93,1
0.0,2.9399996,2.7900002,9.39,0.24,0.16213532,3.2520003,21.93,1
0.0,14.2,14.070001,9.84,2.3513997,0.16021192,0.6309997,21.93,1
1.0,1.75,1.75,3.02,2.11,0.7,24.293,7.0,1
2.0,1.0699997,0.93999976,11.13,2.4992,0.15439287,11.158999,49.93,1
0.0,2.8600004,3.0099998,10.09,2.3879998,0.15814961,3.456,7.0,1
2.0,1.62,1.62,12.023,2.18,0.18,-16.734,50.0,1
2.0,3.0400002,0.7100003,11.62,2.6441996,0.15287447,18.117,50.07,1
2.0,0.34,0.32999998,56.597,2.6929996,0.15228814,45.454998,49.93,1
2.0,0.07,0.08,-0.06,-0.07,0.0,0.9299997,49.93,1
2.0,0.5500002,0.56000024,23.98,-0.07,0.0,49.012,50.07,1
2.0,0.7000003,2.6900003,21.89,4.523,0.13407883,34.704998,50.07,1
2.0,0.25,0.25,8.529,1.65,0.19,-41.999,50.0,1
2.0,0.010000004,0.010000004,1.1759996,12.22,0.07,13.755,50.07,1
2.0,0.314,0.282,5.6400003,1.5827997,0.19493872,18.349,49.986,1
1.0,1.2499996,1.1100003,0.7520003,4.86,1.2499996,3.4720004,7.0,1
2.0,0.6500003,0.53399974,15.6,3.2606003,0.14254628,26.629,49.93,1
1.0,4.7500005,4.89,83.756966,3.8599997,0.3,2.1979997,22.07,1
0.0,5.44,17.78,12.89,2.8182,0.2186346,0.725,7.0,1
2.0,0.6400003,0.25,13.740001,3.0589998,0.14643738,24.298,50.07,1
1.0,17.53,53.55,2.15,0.0,0.0,0.123,7.0,1
2.0,0.22,0.22,7.766,1.54,0.2,69.96,50.0,1
0.0,16.58,16.72,50.559002,2.8092003,0.28779122,0.8640003,7.0699997,1
2.0,0.206,0.14999999,3.0400002,0.07,0.0,20.803,49.93,1
2.0,1.0,1.0,18.028,3.08,0.17,-8.852,50.0,1
2.0,0.38,0.9599999,24.36,4.0899997,0.10000001,23.653,50.07,1
2.0,0.63,0.63,19.407,3.29,0.17,-4.11,50.0,1
0.0,19.53,85.36,21.81,4.453,0.2041724,1.116,22.0,1
1.0,1.85,1.85,4.62,30.47,0.0,2.497,7.0,1
2.0,0.07,0.08,-0.05,0.014000001,0.007,1.9300003,49.93,1
2.0,1.0699997,0.996,26.26,5.2126,0.13063046,26.139,49.93,1
2.0,0.3,1.0000004,10.219999,0.07,0.0,44.2,50.07,1
2.0,0.234,0.20200002,6.3,2.4733996,0.30729985,27.71,49.93,1
2.0,0.6700003,0.52999973,2.5540004,-0.09,0.22,4.443,50.07,1
2.0,0.35,0.35,12.897,1.1799997,1.0600003,46.381,50.07,1
1.0,0.07,0.07,295.17987,0.07,0.0,-0.07,7.0,1
2.0,0.42,0.378,15.04,0.78000027,0.113282606,43.241,49.958,1
1.0,0.15,0.15,0.58,0.09,0.15,26.756,7.0,1
2.0,0.60000026,2.0100002,9.61,0.07,0.0,18.07,50.07,1
0.0,1.1699997,1.0200003,8.23,1.8820003,0.3092157,7.4160004,7.0699997,1
1.0,18.67,18.53,0.07,0.07,0.25,-0.07,7.0699997,1
2.0,1.1199996,1.1299996,45.87,-0.07,0.0,43.41,49.93,1
2.0,0.14,0.25,6.6600003,1.8899997,0.20000002,37.459,50.0,1
2.0,0.18,0.19,9.29,0.0,0.0,-28.847,50.0,1
1.0,3.3600004,1.7699997,8.974,1.7899997,0.120000005,2.6899996,22.07,1
2.0,0.7000003,0.32,12.018001,2.2599998,0.110000014,19.257,49.93,1
1.0,10.9,10.9,2.37,0.0,0.0,24.224,7.0,1
2.0,0.030000009,0.030000009,-0.368,0.6999997,0.35999998,26.11,50.07,1
2.0,1.2799997,0.47,12.561999,-0.07,0.0,31.3,50.07,1
2.0,0.060000002,0.25,4.245,0.43,0.120000005,32.045002,50.07,1
2.0,0.16,0.39,6.3190002,0.07,0.0,20.036,49.93,1
3.0,1.5100003,1.5200003,90.64004,16.9734,0.2581793,56.892002,150.0,1
0.0,4.2499995,4.11,0.07,9.313226e-10,0.07,-0.07,7.0699997,1
2.0,0.88,0.88,21.733,3.63,0.17,59.824,50.0,1
2.0,1.0699997,0.93999976,14.8880005,3.1264002,0.24209243,14.837999,50.07,1
2.0,0.42,0.6399997,5.82,0.07,0.0,8.365999,49.93,1
2.0,-0.07,-0.07,1.2100003,0.7654003,0.61328155,-0.07,49.93,1
2.0,0.7400003,0.67,16.226,1.6199996,0.8299997,24.392,50.07,1
1.0,0.87200016,0.9000003,2.6800003,0.05,0.15,3.3829997,7.0,1
1.0,16.622,16.678,0.07,0.07,0.07,-0.07,7.0699997,1
1.0,0.27,0.5499997,3.2799997,-0.07,0.0,5.1070004,7.0,1
2.0,0.6200003,0.9600003,27.54,5.4444003,0.12972474,31.092,49.93,1
1.0,16.85,16.710001,0.07,0.07,1.1900003,-0.07,7.0699997,1
2.0,0.12,0.17,3.1940002,0.07,0.0,32.71,49.93,1
2.0,0.7400003,0.5999997,14.599999,25.25,0.07,21.617,49.93,1
0.0,2.4999998,2.3600004,18.06,-0.07,0.07,7.333,7.0699997,1
2.0,0.9900003,0.9900003,29.611,1.9487997,0.11329757,11.2109995,50.07,1
2.0,0.44,0.17999999,14.737,10.740001,0.6599997,40.089,49.93,1
2.0,0.45,0.38,10.190001,0.48,0.1583041,27.07,49.93,1
3.0,0.54000014,0.39000002,0.17,-0.07,0.07,152.76996,150.0,1
2.0,0.32,0.32,6.775,1.39,0.21,62.389,50.0,1
2.0,0.6200003,0.6200003,45.947998,3.6699996,0.48999977,11.743,50.07,1
2.0,0.15,0.14,0.92,25.57,0.0,6.571,50.0,1
2.0,1.6499997,1.6599997,32.68,-0.07,0.0,20.667,49.93,1
2.0,1.0699997,0.93999976,22.08,4.4440002,0.13379233,22.001,49.93,1
3.0,5.86,1.4300003,113.53996,17.35,0.22,75.66996,150.0,1
2.0,0.13,0.13,9.008,0.5458002,0.113706574,43.237,50.07,1
2.0,0.13,0.18599999,5.6510005,1.2999997,0.14,44.078,49.944,1
1.0,4.656613e-09,4.656613e-09,-0.136,0.0139999995,0.07,2.8300004,7.0699997,1
2.0,0.6500003,0.6180001,20.0,4.0658,0.13606876,34.086998,49.93,1
2.0,0.408,0.31,10.04,2.3879998,0.15927795,22.536999,49.93,1
2.0,0.35,0.35,30.704,1.1199996,0.16000001,16.251999,50.07,1
2.0,0.27,0.27,11.35,0.0,0.0,-22.878,50.0,1
2.0,0.7399997,0.344,4.5729995,-0.07,0.07,13.575001,50.07,1
1.0,1.06,3.57,7.49,6.14,0.82,2.098,7.0,1
0.0,17.85,17.710001,3.6519997,2.3334002,0.29716447,0.52499974,7.0,1
2.0,0.85000026,0.71999973,15.252,3.1874003,0.24118063,19.411999,49.93,1
2.0,0.24,0.5500002,17.53,3.7543998,0.13934092,36.737,49.986,1
0.0,5.15,18.54,9.98,0.0,0.0,1.942,7.0,1
2.0,0.54000014,0.488,16.74,1.1099997,0.26239738,36.613,50.07,1
1.0,0.0,0.0,0.0,34.57,0.0,0.0,7.0,1
2.0,0.21,0.29,3.5400002,3.6099997,0.9099997,16.479,49.93,1
0.0,0.41,0.060000002,14.0199995,-0.07,0.07,28.992,22.07,1
2.0,1.42,1.42,10.602,1.97,0.19,-41.198,50.0,1
2.0,0.9299997,0.6400003,22.284,24.21,1.0100003,22.424,49.93,1
0.0,3.4500003,0.9500003,3.1899996,-0.07,0.07,3.6149998,7.0,1
2.0,1.0499998,1.0599998,32.68,6.3838005,0.1270626,33.151,49.93,1
2.0,0.26,0.24599999,6.84,0.26,0.11361796,36.438,49.93,1
1.0,0.9200003,0.77999973,-0.28800002,5.7900004,1.3499997,5.3180003,7.0,1
2.0,0.58400005,0.41,16.11,13.82,0.77999973,28.456,49.93,1
2.0,0.60000026,0.57200015,18.802,1.4099997,0.10000001,35.678,49.93,1
1.0,19.47,19.33,0.19,0.099999994,0.35,-0.063999996,7.0699997,1
2.0,0.18,0.18,7.705,7.03,1.0000002,54.297,50.07,1
3.0,1.3800004,1.3700004,25.296999,20.3284,0.25726154,75.575966,150.0,1
2.0,1.6100003,0.7500003,22.4,-0.07,0.07,32.908,50.07,1
2.0,0.22,0.394,7.1390004,1.5299997,0.13000001,16.09,49.93,1
1.0,0.51000005,0.9499998,3.5010004,0.6800003,0.10000001,3.5709996,22.07,1
1.0,19.3,19.16,0.07,0.07,0.22,-0.07,7.0699997,1
1.0,-0.019999998,-0.019999998,0.47,-0.07,0.07,7.9300003,7.0699997,1
2.0,1.1199996,0.9900001,25.45,8.1772,0.25316614,24.145,49.93,1
1.0,0.02,0.02,0.06,0.06,0.98,26.976,7.0,1
1.0,5.14,18.15,4.95,0.0,0.0,0.273,7.0,1
2.0,0.030000009,0.030000009,0.45999998,0.7499997,0.35,29.550001,50.07,1
0.0,20.4,20.26,0.07,0.07,0.07,-0.07,7.0699997,1
2.0,0.6700003,0.6800003,24.87,4.9564004,0.1315397,40.954998,49.93,1
2.0,1.02,1.0,25.63,5.1484,0.20087397,-37.81,50.0,1
1.0,-9.313226e-10,0.07,0.07,-0.07,0.0,-0.07,7.0,1
1.0,0.089999996,0.089999996,180.81903,0.07,1.0100003,-0.07,7.0,1
1.0,1.6000003,0.9400003,0.07,-0.07,0.028,-0.07,7.0699997,1
0.0,10.45,10.320001,4.0049996,3.1020002,0.28389075,1.3570004,22.056,1
1.0,0.0,0.0,0.0,0.0,0.24,-4.9,7.0,1
0.0,28.69,6.2700005,32.010002,6.4017997,0.26737532,4.9900002,7.0699997,1
2.0,0.44,0.3,2.5129998,1.5900003,0.26,23.098,49.93,1
1.0,1.0300003,0.6300003,1.3300003,0.48999998,0.37,1.3429997,7.0699997,1
2.0,0.372,0.312,5.4900002,1.5461997,0.19550359,16.283,49.972,1
1.0,0.54000014,0.47,7.7430005,0.07,0.0,3.4959998,21.93,1
1.0,23.28,58.42,16.19,17.49,1.08,0.695,7.0,1
2.0,2.5999997,2.5999997,26.711,1.8499997,0.09,10.655,50.07,1
2.0,1.2800003,0.5,11.62,0.07,0.0,26.93,49.93,1
1.0,0.6700003,0.52999973,1.7700003,0.07,0.07,12.061,7.0699997,1
0.0,9.67,24.4,28.84,5.2826,0.18316922,2.982,22.0,1
2.0,1.0699997,0.996,26.800001,5.3102,0.13023075,26.674,49.93,1
0.0,4.03,1.0799997,6.5000005,1.7413996,0.1843988,6.4350004,22.07,1
0.0,2.5,5.6,9.84,2.2692,0.23060976,1.757,22.0,1
2.0,2.4919999,2.5019999,26.69,5.2858005,0.130142,10.948,49.93,1
1.0,16.210001,16.35,37.425,-0.07,0.0,0.5280001,7.0699997,1
2.0,0.9500003,0.9600003,30.49,5.9812,0.12801048,34.407,49.93,1
1.0,2.6500003,2.6500003,69.355965,1.8600003,0.120000005,3.8789997,7.0699997,1
2.0,0.7500003,0.6239998,20.3,-0.26,0.13564509,29.82,50.07,1
2.0,0.34,0.34,97.75396,0.07,0.0,45.732998,50.07,1
2.0,0.19,0.336,2.9600003,0.07,0.0,10.891,49.93,1
2.0,0.3,0.272,5.9030004,0.31,0.14,26.039999,49.93,1
1.0,1.87,1.87,4.83,5.12,1.06,-2.476,7.0,1
2.0,0.17,0.17,2.0300002,0.42,0.64999974,21.07,49.93,1
2.0,0.6200003,0.50399977,9.200001,2.1873999,0.16294499,16.624,49.93,1
2.0,0.08000001,0.08000001,2.6859996,1.2110003,0.25378767,46.537,49.93,1
1.0,7.6099997,2.2300003,7.62,0.07,0.0,3.3529997,7.0,1
1.0,66.60996,27.4,8.54,0.07,0.07,0.05700001,7.0699997,1
1.0,0.17999999,0.33,1.3099997,-0.07,0.07,3.0440001,7.0699997,1
1.0,0.5700003,0.6799997,2.5519998,-0.07,0.0,3.4029996,7.0,1
2.0,0.7,0.7,20.84,3.8186,0.18323417,-9.454,50.0,1
0.0,20.72,20.59,18.0,3.8397996,0.13862203,0.9450003,21.93,1
2.0,0.22999999,1.1000003,14.44,3.1687996,0.14564371,12.351999,50.07,1
2.0,0.9400003,0.86599994,23.78,7.6648,0.25431028,27.171999,49.93,1
2.0,0.9400003,0.8099997,16.2,3.3704002,0.25345668,18.419,50.07,1
0.0,8.110001,3.1999998,30.6,-0.07,0.0,3.8149996,7.0699997,1
1.0,2.5600004,1.0100002,2.5250003,0.07,0.0,1.0569998,7.021,1
1.0,18.67,80.1,19.27,7.13,0.37,1.032,7.0,1
0.0,7.4999995,7.3700004,25.7,19.0166,0.80521953,3.5339997,21.93,1
2.0,0.74,0.74,21.94,4.0138,0.18294439,-42.641,50.0,1
2.0,0.87,4.27,27.17,5.4412,0.200265,26.901,50.0,1
2.0,0.72000027,0.5799997,6.345,-0.07,0.07,21.145,49.93,1
2.0,0.6700003,0.52999973,12.969999,20.41,0.07,21.43,49.93,1
2.0,0.07,0.28,9.42,2.2659998,0.16140148,45.26,50.07,1
2.0,0.5900003,0.49199992,12.990001,0.22,0.09,25.185,49.93,1
1.0,13.47,13.47,18.43,0.0,0.0,26.319,7.0,1
2.0,0.35,0.35,6.28,0.0,0.0,69.917,50.0,1
2.0,0.8700003,0.47,24.68,4.4982,0.11287677,31.008,49.93,1
1.0,2.7399998,2.6000004,3.4900002,1.5599997,1.1500003,1.2630002,7.0699997,1
2.0,0.6500003,0.55199987,19.823,0.54000014,0.10000001,34.368,50.07,1
2.0,0.49199998,0.38,-0.395,2.2500002,0.25,28.789999,50.07,1
2.0,0.5500002,0.41,6.9639997,-0.07,0.07,43.461,49.93,1
0.0,7.2640004,7.3859997,25.894001,5.2514,0.1307476,3.6099997,7.0,1
1.0,9.7,9.7,5.94,0.0,0.0,-2.099,7.0,1
2.0,1.7900003,0.47,18.583,3.0299997,0.09,46.352,50.07,1
2.0,0.8200003,0.31,22.056,3.7599998,0.10000001,29.571,49.944,1
2.0,0.41,0.3,10.209,1.8300003,0.26,44.153,50.07,1
2.0,0.48,0.48,8.262,0.0,0.0,-36.829,50.0,1
2.0,0.8700003,0.7399997,16.19,5.359,0.26388684,20.144,49.93,1
2.0,1.4300003,0.66000026,6.9399996,1.3265997,0.11291121,11.574,50.07,1
