iter	Logloss
428	0.1077045164
429	0.1076977208
430	0.1076605635
431	0.107636693
432	0.1076205092
433	0.1075758981
434	0.107568893
435	0.1075430432
436	0.1075219889
437	0.1075122592
438	0.1074903096
439	0.1074557895
440	0.1074465349
441	0.1074393973
442	0.1074268918
443	0.1074129745
444	0.1073819379
445	0.1073672358
446	0.1073485475
447	0.1073247588
448	0.1073096644
449	0.1072806045
450	0.107268728
451	0.1072388073
452	0.1072186916
453	0.1071814848
454	0.1071748397
455	0.1071488079
456	0.1071407772
457	0.1071151394
458	0.107101725
459	0.1070876268
460	0.1070611813
461	0.1070201159
462	0.1070135316
463	0.1069953249
464	0.1069856165
465	0.1069640161
466	0.1069589353
467	0.1069508988
468	0.1069296996
469	0.1068961555
470	0.1068627198
471	0.1068570644
472	0.1068387872
473	0.1068273484
474	0.1068234244
475	0.1068122593
476	0.1067846622
477	0.1067767528
478	0.1067592301
479	0.1067351181
480	0.1067176508
481	0.1066893447
482	0.1066773168
483	0.1066653726
484	0.1066319372
485	0.1066168604
486	0.1066035751
487	0.1065969213
488	0.1065870286
489	0.1065764515
490	0.1065583797
491	0.1065485269
492	0.106544298
493	0.1065062344
494	0.1064803151
495	0.106461516
496	0.1064382265
497	0.1064248849
498	0.1064197504
499	0.1064027411
500	0.1063974499
501	0.1063875136
502	0.1063780099
503	0.1063724825
504	0.1063482935
505	0.1063362448
506	0.1063115088
507	0.1062947928
508	0.1062517174
509	0.1062398769
510	0.1062275764
511	0.1062091193
512	0.1061964464
513	0.1061861737
514	0.1061524259
515	0.1061387526
516	0.106134
517	0.1061299272
518	0.1061046077
519	0.1060780745
520	0.1060685162
521	0.1060494364
522	0.1060340978
523	0.1060256418
524	0.1060101202
525	0.1059813189
526	0.1059646382
527	0.1059465772
528	0.1059382596
529	0.1059256236
530	0.105919593
531	0.1058880251
532	0.105859471
533	0.1058473348
534	0.105839238
535	0.1058251395
536	0.1058165208
537	0.1057847003
538	0.1057765649
539	0.105752367
540	0.1057355609
541	0.1057190595
542	0.1057097892
543	0.10568413
544	0.1056552372
545	0.1056444851
546	0.1056226094
547	0.1056174903
548	0.1055964372
549	0.1055860192
550	0.1055699786
551	0.1055614892
552	0.1055531305
553	0.105544156
554	0.1055356772
555	0.1055222105
556	0.1055142223
557	0.1054951712
558	0.1054854066
559	0.105470266
560	0.1054546635
561	0.105448141
562	0.1054393303
563	0.1054254646
564	0.105413388
565	0.1054066957
566	0.1053985793
567	0.1053768
568	0.1053595308
569	0.1053453272
570	0.1053349041
571	0.105317017
572	0.1053103922
573	0.1053018173
574	0.1052924813
575	0.1052867004
576	0.1052648181
577	0.1052477016
578	0.105239663
579	0.1052273903
580	0.1052188382
581	0.1051863231
582	0.1051762272
583	0.1051686671
584	0.1051437394
585	0.1051405984
586	0.1051237138
587	0.1051166045
588	0.1051076286
589	0.1051013743
590	0.1050933193
591	0.1050717941
592	0.1050637218
593	0.1050400752
594	0.1050254581
595	0.1050055496
596	0.1049631276
597	0.1049273712
598	0.104904681
599	0.1048898787
600	0.1048701522
601	0.104847961
602	0.1048222467
603	0.1048146074
604	0.1047999554
605	0.1047852713
606	0.1047686762
607	0.1047540043
608	0.1047373107
609	0.1047229531
610	0.1047007422
611	0.104674547
612	0.1046700904
613	0.1046625933
614	0.1046526252
615	0.104648612
616	0.1046335341
617	0.1046212364
618	0.1046186324
619	0.1046071815
620	0.1045852267
621	0.1045595785
622	0.1045495479
623	0.104542484
624	0.1045338984
625	0.1045047723
626	0.1044975173
627	0.1044877404
628	0.1044808223
629	0.104451488
630	0.1044227316
631	0.1044003804
632	0.1043925206
633	0.1043746095
634	0.1043621229
635	0.1043584997
636	0.1043445196
637	0.1043318178
638	0.1043166494
639	0.1043024624
640	0.1042837825
641	0.1042593929
642	0.1042427676
643	0.1042387067
644	0.1042264606
645	0.1042151406
646	0.1041920631
647	0.1041856894
648	0.1041766532
649	0.1041499254
650	0.1041445734
651	0.1041346285
652	0.1041304353
653	0.1041234978
654	0.1041176841
655	0.1041104052
656	0.1040998015
657	0.1040941916
658	0.1040763035
659	0.1040705088
660	0.1040493103
661	0.1040400401
662	0.1040133892
663	0.1040085059
664	0.1040049003
665	0.1039821244
666	0.1039744384
667	0.1039541843
668	0.1039462081
669	0.1039281376
670	0.10391578
671	0.1039045339
672	0.1038984336
673	0.1038852778
674	0.1038677978
675	0.1038535731
676	0.1038445347
677	0.103832522
678	0.1038123494
679	0.1037898291
680	0.103782145
681	0.1037752357
682	0.1037608103
683	0.1037443194
684	0.1037396357
685	0.1037276243
686	0.1037193484
687	0.1037071039
688	0.1036784238
689	0.1036557656
690	0.1036404451
691	0.103637271
692	0.1036242742
693	0.1036062534
694	0.103598281
695	0.1035865489
696	0.1035744311
697	0.1035613961
698	0.1035518467
699	0.1035473182
700	0.1035409305
701	0.1035251425
702	0.1035164544
703	0.1035084698
704	0.1034999747
705	0.1034915493
706	0.1034785496
707	0.1034709179
708	0.1034652337
709	0.1034416741
710	0.1034224285
711	0.1034040337
712	0.1033884603
713	0.1033693885
714	0.1033563793
715	0.1033475623
716	0.1033410797
717	0.1033203191
718	0.1033079125
719	0.1032816601
720	0.1032694907
721	0.1032562079
722	0.1032512445
723	0.103240236
724	0.1032354003
725	0.1032260383
726	0.1032141183
727	0.103207858
728	0.1031887193
729	0.1031789898
730	0.1031673801
731	0.1031548612
732	0.1031496414
733	0.1031403677
734	0.1031273356
735	0.1031132555
736	0.1031103522
737	0.1031041135
738	0.1030907678
739	0.1030820359
740	0.1030763445
741	0.1030698143
742	0.103059918
743	0.1030456675
744	0.1030345949
745	0.10301573
746	0.1029820146
747	0.1029760486
748	0.1029719325
749	0.1029483805
750	0.1029317929
751	0.1029131134
752	0.1029059728
753	0.1028923111
754	0.1028821278
755	0.1028692299
756	0.1028672981
757	0.1028657327
758	0.1028540528
759	0.1028415573
760	0.1028216364
761	0.1028134557
762	0.102804234
763	0.1027850544
764	0.1027771008
765	0.1027666048
766	0.1027553299
767	0.1027509458
768	0.1027191145
769	0.1026879113
770	0.102666723
771	0.1026565218
772	0.102639814
773	0.1026308008
774	0.1026150763
775	0.1026008965
776	0.1025923066
777	0.1025786026
778	0.1025681698
779	0.1025517557
780	0.1025323835
781	0.1025188142
782	0.1025023298
783	0.1024969045
784	0.1024694811
785	0.1024604743
786	0.1024363485
787	0.1024128177
788	0.1024002425
789	0.1023815537
790	0.1023772007
791	0.1023716717
792	0.1023559046
793	0.1023443535
794	0.1023344257
795	0.1023242057
796	0.1023078588
797	0.1022985348
798	0.1022874691
799	0.102283657
800	0.1022794698
801	0.1022752852
802	0.1022719333
803	0.1022608899
804	0.1022585004
805	0.1022378837
806	0.1022284908
807	0.1022230979
808	0.1022154316
809	0.1021890225
810	0.1021750352
811	0.1021709013
812	0.1021509809
813	0.1021428699
814	0.1021220318
815	0.1021016715
816	0.1020833368
817	0.1020747331
818	0.1020532981
819	0.1020442312
820	0.1020399368
821	0.1020235157
822	0.1020072757
823	0.1019998948
824	0.1019862728
825	0.1019684559
826	0.1019561374
827	0.1019508683
828	0.1019457071
829	0.1019404545
830	0.1019341884
831	0.1019244899
832	0.1019133877
833	0.1018763532
834	0.1018568075
835	0.1018373601
836	0.1018299218
837	0.101819174
838	0.1018022501
839	0.1017871758
840	0.1017739892
841	0.1017560052
842	0.1017443462
843	0.1017247925
844	0.1017153985
845	0.1017040913
846	0.1016888287
847	0.1016678459
848	0.1016602736
849	0.1016531521
850	0.1016451386
851	0.101636086
852	0.1016251444
853	0.1016144466
854	0.1016032188
855	0.1015920466
856	0.1015821952
857	0.1015762549
858	0.1015624451
859	0.1015545357
860	0.101543985
861	0.1015366499
862	0.1015215748
863	0.1015137575
864	0.1014980691
865	0.1014888288
866	0.1014737586
867	0.1014475285
868	0.1014348298
869	0.1014306492
870	0.1014102757
871	0.1014049462
872	0.1013788877
873	0.101372053
874	0.1013652218
875	0.1013468248
876	0.1013375505
877	0.1013179294
878	0.1013017469
879	0.1012893537
880	0.1012835882
881	0.1012705869
882	0.1012563021
883	0.1012482042
884	0.1012294206
885	0.1012260696
886	0.1012141945
887	0.1011987811
888	0.1011886288
889	0.1011733591
890	0.1011608451
891	0.1011537634
892	0.1011420034
893	0.1011372344
894	0.1011337362
895	0.1011186291
896	0.1011070303
897	0.1010998915
898	0.1010914948
899	0.1010861207
900	0.1010769997
901	0.1010665015
902	0.1010537748
903	0.1010343975
904	0.1010220341
905	0.1010073237
906	0.1010016893
907	0.1009917003
908	0.1009827686
909	0.1009768297
910	0.1009738099
911	0.1009652127
912	0.1009589771
913	0.1009542889
914	0.1009490131
915	0.1009457235
916	0.1009383294
917	0.1009315091
918	0.1009208482
919	0.1009140286
920	0.1009030704
921	0.1008968523
922	0.1008892153
923	0.1008763376
924	0.1008699856
925	0.1008654304
926	0.1008588571
927	0.1008462289
928	0.1008358077
929	0.1008243634
930	0.1008031166
931	0.1007963114
932	0.1007802324
933	0.1007640024
934	0.1007547162
935	0.1007474177
936	0.1007348521
937	0.1007274506
938	0.1007201012
939	0.1007143338
940	0.1007062934
941	0.1006948834
942	0.1006908472
943	0.1006855911
944	0.1006693647
945	0.1006619945
946	0.1006461241
947	0.100641859
948	0.1006319942
949	0.1006279856
950	0.1006188515
951	0.1005990688
952	0.1005804855
953	0.1005710606
954	0.1005637501
955	0.1005582252
956	0.1005455042
957	0.1005389882
958	0.1005297022
959	0.1005242374
960	0.1005214932
961	0.1005112
962	0.1005041768
963	0.1004914363
964	0.1004855082
965	0.1004780615
966	0.1004732461
967	0.1004676964
968	0.1004627019
969	0.1004557265
970	0.1004448497
971	0.1004278077
972	0.1004204783
973	0.1004147599
974	0.1003994359
975	0.1003831566
976	0.1003663376
977	0.1003502028
978	0.1003366335
979	0.100327465
980	0.1003168373
981	0.1003143573
982	0.100309449
983	0.100301997
984	0.1002889051
985	0.1002565686
986	0.1002444513
987	0.100234378
988	0.1002166309
989	0.1002117946
990	0.1002019212
991	0.1001943894
992	0.1001863118
993	0.1001771668
994	0.1001582945
995	0.100146559
996	0.1001333484
997	0.1001157775
998	0.1001033136
999	0.1000884416
